386497	How to convert a use case to a use case diagram?	Suppose I have a use case, like this example.   Normal Flow: The user will indicate that she wants to order the items that have already  been selected. The system will present the billing and shipping information that the user  previously stored. The user will confirm that the existing billing and shipping information  should be used for this order. The system will present the amount that the order will cost, including  applicable taxes and shipping charges. The user will confirm that the order information is accurate. The system will provide the user with a tracking ID for the order. The system will submit the order to the fulfillment system for evaluation. The fulfillment system will provide the system with an estimated delivery  date. The system will present the estimated delivery date to the user. The user will indicate that the order should be placed. The system will request that the billing system should charge the user for  the order. The billing system will confirm that the charge has been placed for the  order. The system will submit the order to the fulfillment system for processing. The fulfillment system will confirm that the order is being processed. The system will indicate to the user that the user has been charged for the  order. The system will indicate to the user that the order has been placed. The user will exit the system.       I would be grateful if you could let me know of a procedure or guideline that helps in converting this to use case diagram, more specifically the use case bubbles.  Going back to the example, I think I would have one use case bubble named place order, and I probably have another bubble named payment, and there is am 'include' relation from payment to place order. But I hope there is something more formal than intuition to help me come up with a more accurate diagram. Thanks!! 	TRUE
371378	Non-functional requirements metric and measurement	Do all non-functional requirements need a specific metric and measurement?   Would a NF maintainability requirement such as:   'Upgrade to a new software version shall leave all database and personal settings unchanged' be correct? Would a metric and measurement need to be added? How would a metric and measurement be added to such a requirement?  	TRUE
343897	Webapplication and App: Use case redundancy	I have to write a software requirements specification for a software system that consists of two front-ends, an Android app as well as a web-application. The Android app and the web-application have similar use cases, but the web application offers more options: Contrary to the Android app for instance the web application has the option of CSV export when the user enters the 'Edit catalog item' use case.   How can I avoid duplicating the same use case diagram and use case specification without omitting the additional features the web-application offers?  	TRUE
264113	What is the difference between user requirements and system requirements?	From what I've read I believe user requirements are just the system requirements given in lay mans terms, is this correct? I'm specifically referring to the book 'Software Engineering' by Ian Sommerville which I am obligated to follow. Given the example below from said book, why is there not a user requirement to match the second system requirement. For example 'the user requires the report to be generated after 17.30 on the last working day of the month.' To me that is still in natural language so it is readable by the user. How much detail should be included in a user requirement vs system requirement and where do you draw the line?  User Requirement Definition:  1. The MHC-PMS shall generate monthly management reports showing    the cost of drugs prescribed by each clinic during that month.   System Requirements Specification:  1.1. On the last working day of each month, a summary of the drugs      prescribed, their cost, and the prescribing clinics shall be generated. 1.2. The system shall automatically generate the report for printing after      17.30 on the last working day of the month.  	FALSE
347851	Does a data flow diagram seem correct when one external entity is connected with too many arrows?	I am trying to model a data flow diagram in accordance with a requirement document. The document calls for a system with many roles that users can play, where it needs constant information exchange between different roles. Here is an example of its functions, where 'Role A' is a reviewer or judge of some elements, and 'Role B' is a manager of those elements: 1. Role A is shown the list of elements (that are stored in a database), and chooses the items that he is interested in; 2. Role B gets a summary of the preferences of different Role A's, and assign the elements to them; 3. Role A receives the elements assigned to him, views them and leaves his feedback on the elements; 4. Role B summarizes the feedback from all Role A's, and decides which elements to eliminate from the pool. Based on what I have learned, I would consider Role A and Role B to be different external entities, and so the DFD comes out this way:  As can be seen, there are too many arrows linked to each external entity; while the processes are not connected. This is different from most of the DFD examples I have found. So, is my work correct? If not, how should I modify it? 	TRUE
245225	Format for getting clear directions on data parameters from users	As part of my job, I regularly get ad-hoc requests from users for snapshots of our very large database. However, there's no fixed format for delivering these and they usually come through in the form of bullet-pointed text, for example:   All customers   All active in last 0-24 months (including non-contactable customers)  All committed   In this instance, 'committed' is a flag, and 'active/non-contactable' is both a text-based status and a dynamic status based on their last purchase. So this request could be interpreted as:   All customers who made a purchase in the last 24 months, regardless of status All customers who have a 'active' or 'non-contactable' status regardless of last purchase. One of the above and then 'either' having a committed flag, or 'and' having a committed flag.   I won't labour the point - you see the problem. And it's worth adding that the possible range of parameters is quite large. Normally I have to talk to the requestor and go through a rigmarole of explaining the problem and trying to clarify the requirements.  This situation can't be that uncommon. Is there a more effective way of capturing these details, with a checkbox-style grid or other visual aid? Does anyone have any examples of experience of useful solutions? 	FALSE
387225	Identification of Nonfunctional Requirements	For the most part, I am able to distinguish between functional and non-functional requirements, but at times it is not clear for me.  For example, the following are non-functional but they seem functional to me:  The software must use SSL encryption for transmissions   Or  The software must store the configurations in an XML file   Could you please help me with a rule of thumb that helps me make the distinction? Many thanks! 	TRUE
387282	Are executable requirements the most advanced form of declarative code?	The more declarative code is, the less explicit technical details it contains and the closer it gets to requirements expressed in domain language.  In the extreme case, there is no more difference between requirements and code. My question is not about whether this is possible or not. But surely declarative programming makes the gap between requirements and code smaller.  I believe that this is quite obvious, but in the other hand I have not been able to find any material on this relationship between requirements and declarative code.  Therefore I am wondering:   Is my assumption flawed? Is it just too obvious and trivial to be mentioned? Did I not search hard enough?  	FALSE
386946	Is deciding the release date before collecting all requirements un-agile?	I have just started reading the book Applying UML and Patterns by Craig Larman. I find it very interesting because it challenges many of what I have been told at work. I read that requirements aren't fully collected in one go in agile and it takes many iterations to complete requirements gathering. If that is the case, is putting up a hard set deadline, which is what I'm forced to do at work, very un-agile, considering there could be some new ground breaking requirement (or change request masquerading as requirement) tomorrow? 	TRUE
386577	requirements model and UML	I need to create requirements model for my software(first step of software engineering), But I don't know which icon of UML can help me to implement requirements model. 	TRUE
386213	Writing Requirements for Batch Processes	I'm tasked with the redevelopment of an existing application and ran into the following problem.   The application includes batch processing, e.g. scheduled processes that run on data without user input. Now I have to write the requirements for said processes in an Excel table. As these processes are quite long the requirements become quite unreadable when there are many ways for the process to go. So my question is:  Does anyone have a tip for writing requirements for batch processes? 	FALSE
386129	Requirements Gathering in a Foreign Country	So, I wasn't sure if this was the place, but I have faith the mods will move it if necessary.  I'm about to leave on a trip to another country with the management team for a new project. It's my first introduction to a new industry and we will be attending a conference on the industry of the new product we're building and also meeting with our new clients.  So let me share my concerns: I'm generally new to this. I've be promoted recently, and so I'm just trying to wrap my head around a process for being ready for this entire experience.  So, what are key things I should be focusing on? What are things I should be keeping an eye out for?  I'm going to be doing some analysis and I'm generally comfortable with that process, however, it seems we will be doing a LOT of things in very little time. So I'm just trying to prepare myself to absorb as much information as possible (I'm open to tool suggestions for this. For a phone or tablet)  What I would like is a sort of checklist of things to do or prep for or look for. Also any advice outside of that checklist would be nice. I've never done a trip like this so I'm not sure what to expect.  Thank you all in advance. 	TRUE
195181	Are animations and other eye candies considered non-functional requirements?	I've seen many lists on the internet that includes many 'ities' (maintainability, scalability, portability, etc), but I'm not sure if animations, screen transitions, and similar features are functional or non functional requirements. 	TRUE
136536	Use Case Structure	I am creating use cases for a project.  A generic user is extended by user 'categories' which then is extended by an administrator (that can do all tasks possible).    Is the following acceptable to portray? Is there a better way to portray such info?   	TRUE
212834	User Story vs Requirement	User Story captures what the user wants to do with the system at a high level. I understand that the user story would further drive a number low level requirements. Is user story same as high level requirement for the system? 	TRUE
385063	How to structure SW documentation with SOUP components	I need to produce some documentation to be compliant with IEC 62304 and, while reading all of the processes needed to be documented, I'm having a couple doubts about how to structure the whole lot of documentation.  My concern is about how to divide all of the documentation in separate documents and what should be included.  The whole software system can be considered composed of 3 main subsystems:   Firmware on embedded device (#1) A companion Android Application (#2) An application backend used to ingest, process and save data from the devices (#3)   I'm especially in charge of the latest, which is a fairly streamlined streaming-oriented application which processes and saves data on a DB (a SOUP, in the case of IEC 62304 compliance).  Now, the data saved in the DB is visualized in a Grafana dashboard: in which document should this component be considered? What should be the limit of the scope regarding the #3 application and its interaction with the other components?  Since Grafana would be a SOUP, I was thinking about writing about it in the appropriate document where all configurations and SOUP management is.  Should I mention/reference inside the SRS of #3 application the requirements for the needed visualizations?  Which is the appropriate document where I should put this information?  I'm using as a template reference for all of the documentation needed this blog, since I'm new to software development with ISO/Standard Regulations, but any additional resources as to how structure the whole docs in this context is highly appreciated.  Thank you 	FALSE
135608	Are High Level Design and Low Level Design documents needed to follow Agile development process?	Our team is developing a project using an Agile development process. All of our requirements are converted into product backlog items and task are broken down based on that. One of my team member suggested to maintain the High Level Document (HLD) and Low Level Document (LLD) for the requirement.   Do we need to have these documents to follow the Agile process? 	TRUE
79798	System analysis at the begining of the project	When I want to develop a new application, first I'm going to design a UML and specify project details and definition. But when I start development process, I determine that I should change some parts of my idea in order to become more popular software or easier logical steps for my users or simpler process or anything else.   Then, I change my code, redesign some parts of my UML and start/continue development process one time again and sure that this time I have a perfect project definition and UML, but after a while ( this time takes longer ) i determine again I should change something again ! So I get back and change my UML( sometimes not ! just continue the project without changing UML ) and so on. This process will happen over and over until I become tired or find (almost) the best state of the project or have time limitation problem!  So my question is:   'Can I design a perfect UML at the beginning of my project so that describe the best state ever !?'  or  - 'Should I swear in God never ever change my UML ( and project definition ) even if there is a better one and write current state to the end!'   Another question 'Is changing some parts of a new idea, even if analyzed with hands of the best analyzer in the world, is inevitable ?( in order to find the best state )'. I mean we can't fully simulate user experience, can we? We should see it in action. 	TRUE
380805	How to deal with redundant requirements when using Scrum	Changeability is a quality attribute of requirements that is emphasized in some classic literature. To get changeability of requirements, they must not be redundant.  However, when dealing with requirements in Scrum, some practices will inevitably lead to redundant user stories. For example, if a software shall have a number features that are similar from a technical perspective, but the user has a different path in the UI for each feature: In order to keep the stories small (INVEST), I would create different stories which are only slightly different, or possibly even equal only with different acceptance criteria. Now, when the business requirement changes, I have to make sure to update all redundant stories accordingly.  Normally, this would be manageable. After all, there should not be a large number of open stories, but just enough to fill a small number of upcoming sprints. In practice ('Scrum, but...'), customers may insist on a breakdown of a large number of requirements for planability. But also large-scale Scrum may lead to a situation where there are a lot of open stories.  Can a long list of open stories be managed without losing the benefits of Scrum? 	TRUE
380815	User, Customer, Company Relationship	Is there anyone who can explain the relationship between customer, users, and the company ?  As far as I understand, the product is used by the users, and before that product is designed, the users list their requests for that product. This is called user requirements. The customer is responsible for constructing a negotiation between the users and the company. Besides, the customer has to pay for that product and deliver user requirements to the company.   This is actually what I understood, but I could not find a clear explanation, so I cannot make sure that it is true.  	TRUE
380308	What relates to unit testing as requirements relate to system testing?	In system testing, a software system is tested against requirements.  In unit testing, a software module is tested against the internal requirements for this module which depend on the specific software design and are not visible to the users in general.  I don't like the term internal requirement because a requirement is normally something that is visible to the users of the software and does not depend on its internal structure.  Is there an unambiguous and commonly used term for these internal requirements? 	FALSE
207034	BDD and behavior based on complex state	I'm wondering how to write BDD test cases for a real system. All examples I can find are trivial and do not answer the question.  Sample use case/story basically goes like that:   User is on the main application page He clicks retrieve to fetch some order to work on He fills 4 textboxes and hits submit. Something happens The next order is presented to the user   So, point 4 is a little vague, but there is a lot of logic involved, there's a workflow underneath, etc. You could basically define it this way:  Given order of types A+B+C+E+F (20 possible values with arbitraty combination)   and subtype a1 and the order has attribute X = 1, attribute Y=asdasd, (and much more) When user enters some specific kind of value in here, and other in here and clicks submit Then order does this, this, this, this, this, this and that   It does not look good...  So the other way is to write:  Given the order with type A (and the rest is 'default') When user does ... Then the order does things-depentant-only-on-A   Seems nicer, but - is it really the right approach to define that 'default state' of the system? It cannot be arbitrary because 'things-dependant-only-on-A' are not really independant - they might not even get a chance to kick in if do-not-take-A-into-account-flag is on, or any other weird special case.  (yes, my current project is: some not too complex logic + man-years of special cases)  A note - when we describe requirements we sometimes specify parameters required for the story to make sense, sometimes not - it works for us, because we know other stories. But in BDD it seems that the test case should be specific and unequivocal. 	FALSE
379975	Is this a functional or non-functional requirement?	Is this requirement:     The system is required to have an easier GUI to make it more usable by   any kind of user (normal or disabled user)   a functional or non-functional requirement ? And Why ? 	TRUE
377887	What should I put in as business requirements where only improvements to existing processes are required	I am writing system requirements for a tender.   Functional requirements consist of mostly improving the system (add/remove data fields, improve statistics and activity log, exchange more data with other systems) without adding any new processes.   What should I put in as business requirements? Can I leave that section empty if there is no new business process? It seems kind of pointless to describe processes which are already in production.  EDIT: Example.  Already existing business processes (BP): BP1 - User opens application, enters data about applicant, application is approved. BP2 - Select statistics about applicants data for local and international organizations.  In tender I add this Functional requirement (FR): FR1 - add 200 new fields about applicant. FR2 - add new data fields in statistics filters according to FR1.  BP1 and BP2 doesn't change from business perspective, only amount of data.  Is it necessary to include in tender business process requirements such as: BPR1 - add new data fields to application because of digitalization. BPR2 - add new fields to a statistics because now we have more data in application and therefore we need more stats for local and international organizations. I'm writing super basic example to understand if this is even necessary to include description of business process which doesn't change. If I was a developer, I just add new fields in already existing application form and add new filter fields in already existing statistics filter, since both those processes already exist as they are needed. Only improvements to existing stuff. 	TRUE
377530	Doubt about non functional requirements	I have some doubts about non functional requirements in a web app. Are quality attributes non functional requirements? Also, these are all examples of non functional requirements?   The system should have a score >= 80 in PageSpeed All network transactions should be encrypted The users need to login to the system to access the administrator panel 90% of new users should be able to perform the main tasks (task 1 and task 2) of the system without any error the first time they perform the task The system should be compatible with the main browsers   ? 	TRUE
375870	Use case for interface	While going through some lecture video on interface. I noticed      If we don't know about implementation, just requirement specification then go for interface.   What can be the scenario? Though I've used interface in many cases, but didn't gwt the essence of interface, as stated.  	TRUE
375203	Where should I specify validation messages?	I'm creating a Functional Specification Document (FSD) for a project. I'm pretty confused as to where I should specify error messages? Do they belong in the FSD, or are they part of the Technical Specification (TSD)?  I've read these articles to help me get started with making FSDs:   How to Write a Good Functional Specification Painless Functional Specifications    These are good articles, but they only give general idea about what FSD should contain, but no articles about where to put the more specific details in. 	TRUE
372185	Which process should field specification fall under, requirements or design?	In SWEBOK version 3, there are separate processes defined for requirements and design: 'Software Requirements' and 'Software Design.' Under 'Software Requirements' there is a section called 'Software Requirements Specification.'  Since defining fields of the different object of a new model (e.g. set of classes) is such a common part of building a new project, I expected an example perhaps of that, but none was given from what I can tell.  When it comes to requirements gathering and building a requirements specification, should it include low-level details such as fields and their validation? Or is that typically done in the design phase?  	TRUE
372012	At which moment should event storming be used?	I've recently seem event storming as a quite reasonable way to get understanding form a domain, in order to build a domain model. We understand the events in the domain, which for the domain experts ends up boiling down to just telling the business processes they are used to in their everyday life, then we find out the commands that might rise these events, and finally the aggregates.  By everything I've read it seems a very viable way to understand the bussines rules and business logic.  But there are many points that I still don't understand. The first would be: when should event storming be used in the course of the project?  My doubt seems to be mainly regarding event storming and requirements gathering. Should it be done just after requirements gathering, or it should be viewed also as a technique of requirements gathering?  In summary, in what stage of the project should we use the technique of event storming? 	TRUE
371735	Where to place non functional tasks in user story map	I am new with the user story map approach, I started with to compose the stories to be implemented from user perspective, and it seems very promising.  However, I am not sure about the non-functional stories, how to place them within the story map. Especially when are talking from user perspective, that is not aware of these details (e.g. performance, stability, etc...) 	TRUE
370656	Are repeat, forward, rewind and stop extending usecases of the base usecase &quot;Play Music&quot; in a music player?	I am confused in a scenerio, where i have a music player that has a music playlist. I need help on the following usecase of the music player.  Title :        Play the music playlist Precondition:  Playlist not empty . . . Mainflow:  1) User adds music to a playlist. 2) User chooses the play option. 3) System plays the playlist.  Extensions: . . .   Now the music player shows the user the options of:   a) Pause   b) Play  c) Step forward to the next song   d) Step back to the previous song  e) Repeat  Are the above options extending usecases of the main usecase mentioned above?, or are they just standalone usecases on their own without any relationship to the base usecase('Play the music playlist') above or which if any from the above have extend relationship with the base usecase. What makes me think they are extending usecases is that they add optional behaviour to the base usecase, for instance the user can press the repeat, forward or rewind button and then start to continue with the base usecase 'Play the music playlist'.On the other hand what makes me suspicious is that the options can be triggered even after the base usecase has been executed fully, for example even after the system has started playing the music playlist the user can choose all the above mentioned options (Repeat, Play, Pause, Forward, Rewind ) 	TRUE
370078	TDD when testable requirements are hard to come by	I'm in a funny situation.  We have a development model that works for an in-house software suite which is focused on responsiveness to the customer.  To give you a sense of the environment, when we were using SCRUM, we would often intentionally commit to only 50% of our maximum workload, with a full expectation that the remaining 50% would be filled with quick response work.  The development community at my workplace as a whole is moving more towards TDD, so I have an interest in figuring out how it might be adapted to fit my workflow.  That will make it easier to poach other employees, I mean, facilitate the smooth re balancing of resources.  However, I find myself regularly faced with situations that do not have testable requirements until the majority of the work is completed.  Because of the rapid response nature of the job, finding the solution that can be done is more important than holding to an arbitrary API picked at the start of the task.  It's of no use to my customer if I can build their dream API in a month, when they need to have a working product in a week.  The API only really gets finalized after we understand how the code is actually going to do the task.  In situations where testable requirements are hard to come by, has anyone had success leveraging TDD in a meaningful way, even if it's not the 'traditional' way? 	FALSE
369534	Requirement elicitation technique for implicit requirements	   Suppose that you are in the phase of requirement elicitation (discovery). You have   already interviewed your customers and created use case models to discover as many   requirements as you can. However, you strongly suspect that there are some implicit   requirements (e.g., domain knowledge that is so familiar to customers that   customer find it hard to articulate or think that it is not worth articulating). Describe   a requirement elicitation technique that can help you surface those implicit   requirements.   Thiş is a question from my software engineering sample exam.  I understood that implicit requirements are the things that users are going to expect that were not captured explicitly.  But what is requirement elicatation technique ? Should i interview with customers ??? 	TRUE
367191	Robustness vs Correctness Competition	Reading 'Code Complete 2' in a Quality of Requirements paragraph I found this:     Are acceptable trade-offs between competing attributes specified — for   example, between robustness and correctness?   (this above is a point of a large checkbox list in order to check the quality of the requirements)  So, I found a lot of definitions of Robustness and Correctness, in the web, academic books, etc..   e.g. :  In the 'Object Oriented Software Construction, 2nd Edition, Bertrand Meyer, Prentice-Hall, 1997' book:        Correctness: The degree to which a system is free from [defects] in its specification, design, and implementation.   Robustness: The degree to which a system continues to function in the presence of invalid inputs or stressful environmental conditions.      Despite this, it's not clear why and in which situations these two might be in conflict.  My question is: why are these two attributes in competition? 	TRUE
17696	Writing a Software Requirement Specification	I have a few questions about writing a specification and they are:   When we write a software specification, under the topic 'User requirements definition' we have to specify the 'Functions' and 'Constraints' only ? Does 'User Interface' fall into 'functions' or 'constraints' ? What are the major key areas (requirements) a software can be broken into (e.g. UI ) ?  	TRUE
367404	Business goal coverage	Currently we find we have a lot of code that sometimes overlaps an end user feature, in some cases only contributes to a tenth of a feature, or it even looks like shouldn't be there anymore  The codebase is quite big so we don't feel confident enough to rip things out without a solid reason.   Is there a recommended approach that helps identify business goals and how much a framework contributes to such goal? 	FALSE
352578	How to avoid rewriting parts of an application	I'm working at a company on a project for their Sales department. It's my first professional programming job, but I've been coding by myself and learning for years. Part of the project involves taking some data and combining it with input to produce and graph. Then save the data...so on and so forth. So I wrote the code for this in a little under a day. The next day I showed my project supervisor, and he liked it, but 'what if we had this', and wanted me to add something to the graph. This was not a huge change to the look or function of the program, but it drastically changed how I needed to be storing data, processing it, etc.   Again, it took me about a day to re-structure the database table, and rewrite the code basically from scratch to support this new request. I took it back to him again, and the exact same thing happened. He requested something else which drastically changed how I needed to process the data. So, I had to rewrite it again. Finally he signed off on it, and hopefully, I won't have to rewrite it again.  Just be clear, I'm not bashing my manager or anything like that. He's a great guy and the things he was requesting were not out of this world, they just were incompatible with what I had previously done.  I'm just wondering if there's anything I can do in the future to avoid complete rewrites. I understand making flexible code and was trying to do so, but I would just like to know of any practices or things I could have done differently to make this easier, so, in the future, I don't spend 3 days on something that should've taken 1. 	FALSE
218386	Requirement gathering and use cases examples	I've heard a lot about requirement gathering and use cases in theory, but in practice often happens that we ask ourselves 'should we include this? should this be a use case? in which language should we write this particular requirement' and so on. These questions are mainly because of lack of practice, and since we cannot go picking projects to 'learn in practice' it's a little bit hard to get used to the kind of thinking we need in the process of gathering requirements for a new app.  In that case, is there some place where can I find real life examples of requirements gathering and application of use cases? I've found some books, but they are mainly focused on teams and I work alone, so it becomes a little confusing. 	TRUE
179417	Formalizing a requirements spec written in narrative English	I have a fairly technical functionality requirements spec, expressed in English prose, produced by my project manager. It is structured as a collection of UI tabs, where the requirements for each tab are expressed as a lit of UI fields and a list of business rules for the tab.  Most business rules are for UI fields on a tab, e.g:   Must be alphanumeric, max length 20. Must be a dropdown, with values from table x. Is mandatory. Is mandatory under certain conditions, e.g. another field is just populated, or has a specific value.   Then other business rules get a little more complex. The spec is for a job application, so the central business object (table) is the Applicant, and we have several other tables with one-to-many relationships with applicant, such as Degree, HighSchool, PreviousEmployer, Diploma, etc.   One such complex rule says a status field can only be assigned a certain value if a many-side record exists in at least one of the many-side tables. E.g. the Applicant has at least one HighSchool or at least one Diploma record.   I am looking for advice on how to codify these requirements into a more structured specification defined in terms of tables, fields, and relationships, especially for the conditional rules for fields and for the presence of related records. Any suggestions and advice will be most welcome, but I would be overjoyed if i could find an already defined system or structure for expressing things like this. 	TRUE
